"output","factor","module","group","mu","mu.star","sigma"
"up2_solv_retained","P_feed","up2","Process",0,0,0
"up2_solv_retained","mdot_L","up2","Process",0.0195977715328625,0.0195977715328625,0.0282921255532633
"up2_solv_retained","sigma","up2","Surface",0,0,0
"up2_solv_retained","mu_L","up2","Polymer",0,0,0
"up2_solv_retained","T_dryer_in","up2","Process",-0.071612632251094,0.071612632251094,0.132496676865653
"up2_solv_retained","mdot_gas_dry","up2","Process",-0.0292612188445746,0.0292612188445746,0.053707740063741
"up2_solv_retained","Y_in","up2","Process",0,0,0
"up2_solv_retained","t_hold","up2","Process",0,0,0
"up2_solv_retained","D_b","up2","Process",0,0,0
"up2_solv_retained","Tg_polymer","up2","Polymer",0,0,0
"up2_solv_retained","n_flow","up2","Polymer",0,0,0
"up2_solv_retained","k_perm_mono","up2","Polymer",0,0,0
"up2_solv_retained","k_perm_plast","up2","Polymer",0,0,0
"up2_solv_retained","k_perm_bind","up2","Polymer",0,0,0
"up2_solv_retained","T_bp_solv","up2","Polymer",0.140582258044393,0.140582258044393,0.202681658839009
"up2_f_burst_solv","v_tip","up1","Process",0.0107205818620336,0.0201123252914363,0.0790622989434406
"up2_f_burst_solv","tau_mix","up1","Process",-0.00127774192587217,0.0017089321209579,0.00499125622439203
"up2_f_burst_solv","P_mix","up1","Process",2.30816135170838e-05,5.83010373162927e-05,0.000204889967923668
"up2_f_burst_solv","T_mix","up1","Process",0.0485187950789923,0.0485187950789923,0.0478852897327371
"up2_f_burst_solv","C_gas_diss_temp","up1","Process",-0.000261476794170528,0.000262251745323224,0.00134561212162979
"up2_f_burst_solv","Q_gas","up1","Process",-0.000219205537854949,0.000221193009428945,0.000997400884532507
"up2_f_burst_solv","Q_colloid","up1","Process",0.00626705313898962,0.00626705313898962,0.0154760830590774
"up2_f_burst_solv","Q_template","up1","Process",-0.00703167649260432,0.00825822998276248,0.0154863066422011
"up2_f_burst_solv","C_solid_mass","up1","Polymer",0.00626407049662362,0.00785979159282669,0.0132444583558277
"up2_f_burst_solv","C_temp_mass","up1","Polymer",7.10161886594781e-14,9.02313602185885e-14,4.06722181424891e-13
"up2_f_burst_solv","D_particle","up1","Polymer",0.000419139257500111,0.000836765370493223,0.00197009713696853
"up2_f_burst_solv","D_template","up1","Polymer",-0.000448648758237035,0.000470694040298929,0.00124887684576969
"up2_f_burst_solv","C_binder","up1","Polymer",0.126907097924417,0.126907097924417,0.141015755463662
"up2_f_burst_solv","C_monomer","up1","Polymer",-0.0406120424812028,0.0695955890593094,0.101467253330311
"up2_f_burst_solv","C_plasticizer","up1","Polymer",0.0258224677973869,0.0503759566753195,0.0781239953742074
"up2_f_burst_solv","C_surfactant","up1","Surface",-0.116321908877476,0.116321908877476,0.165175354598516
"up2_f_burst_solv","CMC","up1","Surface",-4.640691225672e-05,4.64333307867795e-05,0.000254229376492227
"up2_f_burst_solv","HLB","up1","Surface",-0.000128978323651656,0.000245398863256062,0.00101691686265159
"up2_f_burst_solv","MW_surfactant","up1","Surface",0.0290690717793995,0.0316208322247949,0.0620527326190162
"up2_f_burst_solv","A_molecule","up1","Surface",-0.0188003807759865,0.0233241376752986,0.0431585601612633
"up2_f_burst_solv","D_surf","up1","Surface",-6.16445848613106e-10,8.26313410087952e-10,2.20218367774927e-09
"up2_f_burst_solv","ionic_strength","up1","Surface",0.0145107332186033,0.0177557318285722,0.0305661657402832
"up2_f_burst_solv","Delta_pH","up1","Surface",-0.0120847477204158,0.023165306553624,0.042319261736784
"up2_f_burst_solv","template_dose","up1","Polymer",0.00659131593561292,0.0067826187353844,0.00816025611132857
"up2_f_burst_solv","ALR","up2","Process",0,0,0
"up2_f_burst_solv","P_atom_air","up2","Process",-6.42367159238165e-07,6.42367159238165e-07,3.51838983315256e-06
"up2_f_burst_solv","P_feed","up2","Process",0,0,0
"up2_f_burst_solv","mdot_L","up2","Process",-0.0973663395578527,0.0973663395578527,0.0794632948521847
"up2_f_burst_solv","sigma","up2","Surface",2.80780074562278e-07,2.80780074562278e-07,1.53789580535742e-06
"up2_f_burst_solv","mu_L","up2","Polymer",0.0177564149229108,0.0177564149229108,0.0218939051166292
"up2_f_burst_solv","T_dryer_in","up2","Process",0.200419270216273,0.200419270216273,0.152437899076897
"up2_f_burst_solv","mdot_gas_dry","up2","Process",0.109460785871554,0.109460785871554,0.103336901258658
"up2_f_burst_solv","Y_in","up2","Process",-9.92093612793248e-05,9.92093612793248e-05,0.000193621706633172
"up2_f_burst_solv","t_hold","up2","Process",0,0,0
"up2_f_burst_solv","D_b","up2","Process",0,0,0
"up2_f_burst_solv","Tg_polymer","up2","Polymer",-0.0764724720245193,0.0764724720245193,0.106129630696046
"up2_f_burst_solv","n_flow","up2","Polymer",1.92701468120231e-05,1.92701468120231e-05,0.000103517078687447
"up2_f_burst_solv","k_perm_mono","up2","Polymer",-0.0543548402677341,0.0543548402677341,0.0824803232341788
"up2_f_burst_solv","k_perm_plast","up2","Polymer",-0.131511885978125,0.131511885978125,0.157856631917772
"up2_f_burst_solv","k_perm_bind","up2","Polymer",0.0716766829513954,0.0716766829513954,0.0824715739556892
"up2_f_burst_solv","T_bp_solv","up2","Polymer",-0.276801608138755,0.276801608138755,0.239776091326994
"up2_sigma_y_cake_MPa","v_tip","up1","Process",-0.0265758109207505,0.0299156410158392,0.0787131425223006
"up2_sigma_y_cake_MPa","tau_mix","up1","Process",-0.00261367433474735,0.00306854373055549,0.00536819244173646
"up2_sigma_y_cake_MPa","P_mix","up1","Process",0.000254230991154204,0.000291757300836851,0.00118946787175198
"up2_sigma_y_cake_MPa","T_mix","up1","Process",-0.042876939780347,0.042876939780347,0.0739586824095558
"up2_sigma_y_cake_MPa","C_gas_diss_temp","up1","Process",0.000397879188088232,0.000483598555852461,0.00176718973903502
"up2_sigma_y_cake_MPa","Q_gas","up1","Process",-1.78211798424329e-05,3.58670302612316e-05,0.000133387542973942
"up2_sigma_y_cake_MPa","Q_colloid","up1","Process",-0.00969400601600255,0.00969400601600255,0.0152784681526127
"up2_sigma_y_cake_MPa","Q_template","up1","Process",0.0176321986460993,0.0179855154623859,0.0402564478533323
"up2_sigma_y_cake_MPa","C_solid_mass","up1","Polymer",-0.0335759428272464,0.0340554437292099,0.0749309019843271
"up2_sigma_y_cake_MPa","C_temp_mass","up1","Polymer",3.43227761027502e-14,3.54140328173713e-14,1.33219188050716e-13
"up2_sigma_y_cake_MPa","D_particle","up1","Polymer",0.00226695262304554,0.00226695262304554,0.0032710963427016
"up2_sigma_y_cake_MPa","D_template","up1","Polymer",0.00255625849073814,0.00258038232772635,0.00917959904771715
"up2_sigma_y_cake_MPa","C_binder","up1","Polymer",-0.0982082775422566,0.0982082775422566,0.0887859200373815
"up2_sigma_y_cake_MPa","C_monomer","up1","Polymer",-0.347921653061284,0.347921653061284,0.507807409924469
"up2_sigma_y_cake_MPa","C_plasticizer","up1","Polymer",-0.496037428785738,0.496037428785738,0.611585439323397
"up2_sigma_y_cake_MPa","C_surfactant","up1","Surface",0.359365264705768,0.359696915646716,0.345771273467102
"up2_sigma_y_cake_MPa","CMC","up1","Surface",0.000330698157904913,0.000330798365822877,0.00180794071842486
"up2_sigma_y_cake_MPa","HLB","up1","Surface",4.61743801441354e-05,8.15991580559718e-05,0.000341749856136388
"up2_sigma_y_cake_MPa","MW_surfactant","up1","Surface",-0.207639031564896,0.210522828675855,0.417327049775974
"up2_sigma_y_cake_MPa","A_molecule","up1","Surface",0.0813389139058781,0.0833011007716006,0.152741536054693
"up2_sigma_y_cake_MPa","D_surf","up1","Surface",6.9480265395272e-09,6.98651598310396e-09,3.63248067274007e-08
"up2_sigma_y_cake_MPa","ionic_strength","up1","Surface",-0.0458654692671266,0.0485486822272949,0.0814251169516463
"up2_sigma_y_cake_MPa","Delta_pH","up1","Surface",0.040536250142192,0.0671359321042713,0.0971177980943558
"up2_sigma_y_cake_MPa","template_dose","up1","Polymer",-0.0164133749330166,0.017320095839121,0.021018769302335
"up2_sigma_y_cake_MPa","ALR","up2","Process",0,0,0
"up2_sigma_y_cake_MPa","P_atom_air","up2","Process",0.000732164743893813,0.000732164743893813,0.00401023146040634
"up2_sigma_y_cake_MPa","P_feed","up2","Process",0,0,0
"up2_sigma_y_cake_MPa","mdot_L","up2","Process",0.0872105721373513,0.0872105721373513,0.20717432190117
"up2_sigma_y_cake_MPa","sigma","up2","Surface",-0.000326847722685328,0.000326847722685328,0.00179021870583947
"up2_sigma_y_cake_MPa","mu_L","up2","Polymer",0,0,0
"up2_sigma_y_cake_MPa","T_dryer_in","up2","Process",-0.132545956319504,0.132545956319504,0.202202565062575
"up2_sigma_y_cake_MPa","mdot_gas_dry","up2","Process",-0.0691898908756384,0.0691898908756384,0.135552631343791
"up2_sigma_y_cake_MPa","Y_in","up2","Process",-6.36505826331439e-07,6.36505826331439e-07,3.48628599065195e-06
"up2_sigma_y_cake_MPa","t_hold","up2","Process",0,0,0
"up2_sigma_y_cake_MPa","D_b","up2","Process",0,0,0
"up2_sigma_y_cake_MPa","Tg_polymer","up2","Polymer",0.807884539945019,0.807884539945019,1.19963387495441
"up2_sigma_y_cake_MPa","n_flow","up2","Polymer",-0.000424002007163343,0.000424002007163343,0.00221884237976466
"up2_sigma_y_cake_MPa","k_perm_mono","up2","Polymer",0,0,0
"up2_sigma_y_cake_MPa","k_perm_plast","up2","Polymer",0.000611197405082886,0.000611197405082886,0.00334766605852519
"up2_sigma_y_cake_MPa","k_perm_bind","up2","Polymer",-7.20878906240785e-05,7.20878906240785e-05,0.000278976869504265
"up2_sigma_y_cake_MPa","T_bp_solv","up2","Polymer",-0.0189302504335645,0.0189302504335645,0.0615948659053635
