"output","factor","type","mu","mu.star","sigma","sigma_mu_ratio","interaction_type"
"theta_skin_z","T_system","Process",0.522210721976376,0.522210721976376,0.471117680470276,0.902160106340345,"Complex"
"theta_skin_z","mdot_gas_dry","Process",0.476247545826176,0.476247545826176,0.517943886605395,1.08755182288002,"Volatile"
"theta_skin_z","Y_in","Process",-0.0272151020261954,0.0272151020261954,0.0674970377743707,2.48013171912429,"Volatile"
"theta_skin_z","T_feed","Process",-0.0905866082290475,0.180728086738493,0.287126857624302,1.58872294177365,"Volatile"
"theta_skin_z","t_hold","Process",0,0,0,0,"No_interaction"
"theta_skin_z","C_monomer","Polymer",-0.00590435902224967,0.00590435902224967,0.00615681681041169,1.04275786536873,"Volatile"
"theta_skin_z","C_plasticizer","Polymer",-0.012931659214258,0.012931659214258,0.0142471202112279,1.10172406921453,"Volatile"
"theta_skin_z","C_binder","Polymer",-0.00178197401182008,0.00178197401182008,0.00184142456360786,1.03336218788458,"Volatile"
"theta_skin_z","C_surfactant","Surface",-0.025044866702832,0.025044866702832,0.0315761653145152,1.26078392387469,"Volatile"
"theta_skin_z","Delta_pH","Surface",-0.0180598900224441,0.0180598900224441,0.0240456046791028,1.33143693838777,"Volatile"
"theta_skin_z","I_strength","Surface",0.00817643994253605,0.00817643994253605,0.0139343980424995,1.7042133422896,"Volatile"
"theta_skin_z","Tg_polymer","Polymer",0,0,0,0,"No_interaction"
"theta_skin_z","n_flow","Polymer",0,0,0,0,"No_interaction"
"theta_skin_z","k_perm_mono","Polymer",0,0,0,0,"No_interaction"
"theta_skin_z","k_perm_plast","Polymer",0,0,0,0,"No_interaction"
"theta_skin_z","k_perm_bind","Polymer",0,0,0,0,"No_interaction"
"theta_skin_z","phi_emulsion","Polymer",0.0791302373980232,0.0791710422590023,0.185561545565529,2.34380576876174,"Volatile"
"theta_skin_z","D_template","Process",-0.000766895530469169,0.000766895530469169,0.00128518562482088,1.67582881078292,"Volatile"
"theta_skin_z","T_bp_solv","Process",0,0,0,0,"No_interaction"
"Omega_struct_z","ALR","Process",-0.000137826168778322,0.000144594125060226,0.000923708676729149,6.38828635910627,"Volatile"
"Omega_struct_z","P_system","Process",-4.65205324748289e-05,4.98286673290706e-05,0.000276790252288527,5.55483955572386,"Volatile"
"Omega_struct_z","P_feed","Process",-1.8832184712173e-05,6.35670763290107e-05,0.000323203065838037,5.0844412627254,"Volatile"
"Omega_struct_z","mdot_L","Process",0.0716693849221903,0.0716693849221903,0.0806232070521756,1.12493231440044,"Volatile"
"Omega_struct_z","sigma","Surface",0.0242414918340687,0.0242457179584381,0.0185082440856803,0.763361353844297,"Complex"
"Omega_struct_z","mu_L","Process",-0.00942712009188009,0.0294082464859651,0.0416185154237605,1.41519880974959,"Volatile"
"Omega_struct_z","rho_L","Process",0.00391414776449965,0.00391414776449965,0.00341282416588894,0.871920114218071,"Complex"
"Omega_struct_z","alpha_g_0","Process",-0.000229856267801396,0.00128885924924601,0.00223210941989693,1.73184885875065,"Volatile"
"Omega_struct_z","D_b","Process",4.8131904713566e-05,5.08389451249846e-05,0.000161776591694678,3.18213903331313,"Volatile"
